geneID	enhancerID	beta
722	3606	0.52
722	3607	1
722	3608	0.43
722	3609	1
722	3610	0.59
723	3611	0.85
723	3612	0.68
723	3613	1
723	3614	0.86
723	3615	1
724	3616	0.58
724	3617	0.47
724	3618	0.7
724	3619	0.72
724	3620	1
725	3621	0.67
725	3622	0.72
725	3623	0.55
725	3624	0.36
725	3625	1
726	3626	1
726	3627	0.93
726	3628	0.86
726	3629	1
726	3630	1
727	3631	1
727	3632	0.6
727	3633	0.27
727	3634	0.72
727	3635	0.83
728	3636	1
728	3637	1
728	3638	0.78
728	3639	0.68
728	3640	1
729	3641	0.32
729	3642	1
729	3643	0.87
729	3644	1
729	3645	0.9
730	3646	1
730	3647	1
730	3648	1
730	3649	1
730	3650	0.56
731	3651	0.3
731	3652	0.52
731	3653	1
731	3654	0.86
731	3655	1
732	3656	0.51
732	3657	0.7
732	3658	1
732	3659	0.49
732	3660	0.38
733	3661	1
733	3662	1
733	3663	0.55
733	3664	1
733	3665	1
734	3666	1
734	3667	0.74
734	3668	0.69
734	3669	1
734	3670	0.33
735	3671	0.41
735	3672	1
735	3673	1
735	3674	1
735	3675	1
736	3676	1
736	3677	1
736	3678	1
736	3679	1
736	3680	0.46
737	3681	0.58
737	3682	1
737	3683	0.57
737	3684	0.8
737	3685	1
738	3686	1
738	3687	1
738	3688	0.32
738	3689	1
738	3690	1
739	3691	0.78
739	3692	1
739	3693	1
739	3694	0.57
739	3695	0.57
740	3696	0.4
740	3697	1
740	3698	1
740	3699	1
740	3700	1
741	3701	1
741	3702	0.71
741	3703	0.6
741	3704	1
741	3705	0.93
742	3706	0.47
742	3707	1
742	3708	0.67
742	3709	0.79
742	3710	0.48
743	3711	0.5
743	3712	1
743	3713	0.74
743	3714	0.69
743	3715	1
744	3716	0.58
744	3717	1
744	3718	0.85
744	3719	1
744	3720	1
745	3721	0.93
745	3722	1
745	3723	0.45
745	3724	1
745	3725	1
746	3726	1
746	3727	1
746	3728	0.39
746	3729	0.32
746	3730	1
747	3731	1
747	3732	0.62
747	3733	0.47
747	3734	1
747	3735	0.76
748	3736	1
748	3737	1
748	3738	1
748	3739	0.77
748	3740	1
749	3741	0.88
749	3742	0.45
749	3743	0.7
749	3744	0.76
749	3745	0.31
750	3746	0.65
750	3747	1
750	3748	1
750	3749	0.6
750	3750	1
751	3751	1
751	3752	0.4
751	3753	0.65
751	3754	0.74
751	3755	1
752	3756	1
752	3757	0.69
752	3758	1
752	3759	0.5
752	3760	1
753	3761	1
753	3762	0.75
753	3763	0.79
753	3764	0.21
753	3765	1
754	3766	0.47
754	3767	0.59
754	3768	0.82
754	3769	0.86
754	3770	0.62
755	3771	0.9
755	3772	1
755	3773	0.6
755	3774	1
755	3775	0.07
756	3776	0.67
756	3777	1
756	3778	0.7
756	3779	0.84
756	3780	0.85
757	3781	1
757	3782	0.39
757	3783	1
757	3784	0.65
757	3785	1
758	3786	1
758	3787	0.91
758	3788	1
758	3789	1
758	3790	0.8
759	3791	1
759	3792	0.77
759	3793	0.42
759	3794	0.79
759	3795	0.37
760	3796	1
760	3797	1
760	3798	0.59
760	3799	0.59
760	3800	1
761	3801	0.84
761	3802	1
761	3803	0.33
761	3804	1
761	3805	1
762	3806	0.5
762	3807	1
762	3808	1
762	3809	1
762	3810	0.46
763	3811	0.59
763	3812	1
763	3813	0.48
763	3814	0.64
763	3815	1
764	3816	1
764	3817	0.35
764	3818	1
764	3819	1
764	3820	0.3
765	3821	1
765	3822	1
765	3823	0.44
765	3824	0.84
765	3825	0.46
766	3826	1
766	3827	0.58
766	3828	0.66
766	3829	1
766	3830	0.55
767	3831	1
767	3832	1
767	3833	0.59
767	3834	0.56
767	3835	0.76
768	3836	0.71
768	3837	1
768	3838	0.88
768	3839	1
768	3840	1
769	3841	0.58
769	3842	0.64
769	3843	1
769	3844	1
769	3845	0.45
770	3846	0.49
770	3847	1
770	3848	1
770	3849	0.69
770	3850	0.49
771	3851	1
771	3852	1
771	3853	0.69
771	3854	0.55
771	3855	1
772	3856	1
772	3857	1
772	3858	0.86
772	3859	1
772	3860	0.57
773	3861	0.56
773	3862	0.62
773	3863	1
773	3864	0.54
773	3865	0.7
774	3866	0.37
774	3867	1
774	3868	1
774	3869	0.7
774	3870	0.68
775	3871	1
775	3872	0.36
775	3873	0.64
775	3874	0.73
775	3875	1
776	3876	1
776	3877	1
776	3878	1
776	3879	0.48
776	3880	1
777	3881	1
777	3882	1
777	3883	0.84
777	3884	0.56
777	3885	1
778	3886	0.95
778	3887	1
778	3888	1
778	3889	1
778	3890	0.76
779	3891	1
779	3892	0.75
779	3893	1
779	3894	0.87
779	3895	0.45
780	3896	1
780	3897	1
780	3898	0.85
780	3899	0.29
780	3900	0.54
781	3901	0.73
781	3902	1
781	3903	0.35
781	3904	0.86
781	3905	0.41
782	3906	1
782	3907	0.58
782	3908	0.69
782	3909	0.81
782	3910	0.77
783	3911	0.72
783	3912	0.28
783	3913	1
783	3914	0.51
783	3915	0.64
784	3916	1
784	3917	1
784	3918	1
784	3919	1
784	3920	1
785	3921	0.69
785	3922	1
785	3923	1
785	3924	1
785	3925	0.85
786	3926	1
786	3927	1
786	3928	0.68
786	3929	0.69
786	3930	1
787	3931	1
787	3932	1
787	3933	0.86
787	3934	1
787	3935	0.6
788	3936	0.56
788	3937	1
788	3938	0.62
788	3939	1
788	3940	0.35
789	3941	0.6
789	3942	1
789	3943	0.62
789	3944	1
789	3945	1
790	3946	1
790	3947	0.35
790	3948	1
790	3949	0.68
790	3950	1
791	3951	1
791	3952	0.69
791	3953	0.81
791	3954	1
791	3955	1
792	3956	1
792	3957	0.77
792	3958	1
792	3959	0.63
792	3960	1
793	3961	0.19
793	3962	0.82
793	3963	1
793	3964	1
793	3965	0.62
794	3966	1
794	3967	1
794	3968	1
794	3969	0.87
794	3970	0.68
795	3971	0.66
795	3972	0.65
795	3973	0.29
795	3974	1
795	3975	0.61
796	3976	1
796	3977	1
796	3978	0.58
796	3979	1
796	3980	0.73
797	3981	1
797	3982	0.54
797	3983	1
797	3984	1
797	3985	1
798	3986	1
798	3987	0.52
798	3988	1
798	3989	1
798	3990	1
799	3991	1
799	3992	1
799	3993	0.79
799	3994	1
799	3995	1
800	3996	0.71
800	3997	0.79
800	3998	0.63
800	3999	1
800	4000	0.6
801	4001	0.59
801	4002	1
801	4003	1
801	4004	1
801	4005	1
802	4006	0.59
802	4007	0.48
802	4008	1
802	4009	1
802	4010	1
803	4011	1
803	4012	1
803	4013	1
803	4014	0.63
803	4015	1
804	4016	0.79
804	4017	0.67
804	4018	0.61
804	4019	1
804	4020	1
805	4021	0.51
805	4022	1
805	4023	1
805	4024	1
805	4025	1
806	4026	0.62
806	4027	0.63
806	4028	0.79
806	4029	0.77
806	4030	1
807	4031	1
807	4032	1
807	4033	0.4
807	4034	0.75
807	4035	0.36
808	4036	0.85
808	4037	0.74
808	4038	0.54
808	4039	0.5
808	4040	0.58
809	4041	0.8
809	4042	0.63
809	4043	1
809	4044	0.71
809	4045	0.37
810	4046	1
810	4047	1
810	4048	0.58
810	4049	0.75
810	4050	1
811	4051	0.54
811	4052	1
811	4053	0.77
811	4054	0.82
811	4055	0.71
812	4056	1
812	4057	1
812	4058	0.36
812	4059	0.58
812	4060	0.79
813	4061	1
813	4062	0.42
813	4063	0.68
813	4064	1
813	4065	1
814	4066	1
814	4067	1
814	4068	1
814	4069	0.34
814	4070	0.89
815	4071	1
815	4072	1
815	4073	1
815	4074	0.73
815	4075	1
816	4076	1
816	4077	0.75
816	4078	1
816	4079	0.82
816	4080	0.37
817	4081	0.56
817	4082	0.56
817	4083	0.85
817	4084	0.74
817	4085	0.43
818	4086	0.53
818	4087	0.65
818	4088	1
818	4089	1
818	4090	0.7
819	4091	0.61
819	4092	0.95
819	4093	1
819	4094	1
819	4095	0.71
820	4096	1
820	4097	0.9
820	4098	0.46
820	4099	1
820	4100	1
821	4101	1
821	4102	1
821	4103	1
821	4104	1
821	4105	0.56
822	4106	0.41
822	4107	1
822	4108	1
822	4109	0.59
822	4110	0.58
823	4111	0.54
823	4112	0.93
823	4113	0.77
823	4114	1
823	4115	1
824	4116	0.76
824	4117	0.66
824	4118	0.58
824	4119	1
824	4120	1
825	4121	1
825	4122	0.74
825	4123	1
825	4124	1
825	4125	0.53
826	4126	1
826	4127	1
826	4128	1
826	4129	1
826	4130	1
827	4131	1
827	4132	0.65
827	4133	1
827	4134	1
827	4135	1
828	4136	0.61
828	4137	0.87
828	4138	1
828	4139	0.59
828	4140	0.59
829	4141	0.51
829	4142	1
829	4143	0.37
829	4144	0.5
829	4145	0.75
830	4146	1
830	4147	0.43
830	4148	0.51
830	4149	0.44
830	4150	1
831	4151	0.47
831	4152	0.3
831	4153	0.47
831	4154	0.46
831	4155	1
832	4156	1
832	4157	0.97
832	4158	0.46
832	4159	1
832	4160	0.5
833	4161	1
833	4162	1
833	4163	0.65
833	4164	1
833	4165	1
834	4166	0.6
834	4167	0.78
834	4168	0.47
834	4169	0.62
834	4170	1
835	4171	1
835	4172	1
835	4173	1
835	4174	0.46
835	4175	1
836	4176	0.88
836	4177	1
836	4178	0.48
836	4179	0.61
836	4180	1
837	4181	0.83
837	4182	1
837	4183	1
837	4184	0.78
837	4185	1
838	4186	1
838	4187	0.69
838	4188	1
838	4189	0.66
838	4190	1
839	4191	1
839	4192	0.15
839	4193	1
839	4194	1
839	4195	1
840	4196	0.63
840	4197	0.72
840	4198	1
840	4199	1
840	4200	1
841	4201	0.66
841	4202	0.59
841	4203	1
841	4204	1
841	4205	1
842	4206	0.84
842	4207	0.87
842	4208	0.67
842	4209	1
842	4210	0.68
843	4211	0.35
843	4212	0.51
843	4213	1
843	4214	0.96
843	4215	0.38
844	4216	0.74
844	4217	0.48
844	4218	0.66
844	4219	1
844	4220	0.81
845	4221	1
845	4222	1
845	4223	1
845	4224	1
845	4225	0.78
846	4226	1
846	4227	1
846	4228	0.7
846	4229	1
846	4230	0.5
847	4231	0.65
847	4232	1
847	4233	1
847	4234	0.6
847	4235	0.4
848	4236	0.4
848	4237	1
848	4238	0.64
848	4239	1
848	4240	1
849	4241	0.74
849	4242	1
849	4243	0.66
849	4244	0.42
849	4245	1
850	4246	1
850	4247	1
850	4248	1
850	4249	0.42
850	4250	1
851	4251	0.71
851	4252	0.62
851	4253	1
851	4254	1
851	4255	1
852	4256	1
852	4257	1
852	4258	1
852	4259	1
852	4260	0.79
853	4261	1
853	4262	1
853	4263	1
853	4264	0.75
853	4265	1
854	4266	1
854	4267	1
854	4268	1
854	4269	0.6
854	4270	1
855	4271	0.57
855	4272	0.5
855	4273	0.58
855	4274	1
855	4275	1
856	4276	0.8
856	4277	1
856	4278	1
856	4279	1
856	4280	0.66
857	4281	0.65
857	4282	0.6
857	4283	0.57
857	4284	0.81
857	4285	1
858	4286	0.72
858	4287	0.51
858	4288	1
858	4289	0.71
858	4290	0.37
859	4291	1
859	4292	1
859	4293	1
859	4294	0.61
859	4295	0.55
860	4296	0.63
860	4297	1
860	4298	0.47
860	4299	0.91
860	4300	0.61
861	4301	1
861	4302	1
861	4303	1
861	4304	0.86
861	4305	1
862	4306	0.56
862	4307	1
862	4308	1
862	4309	1
862	4310	1
863	4311	1
863	4312	0.54
863	4313	0.57
863	4314	1
863	4315	1
864	4316	1
864	4317	0.8
864	4318	1
864	4319	1
864	4320	0.48
865	4321	0.72
865	4322	1
865	4323	1
865	4324	1
865	4325	0.85
866	4326	0.8
866	4327	0.68
866	4328	1
866	4329	1
866	4330	1
867	4331	0.69
867	4332	0.54
867	4333	0.55
867	4334	0.43
867	4335	1
868	4336	0.76
868	4337	0.4
868	4338	1
868	4339	1
868	4340	1
869	4341	1
869	4342	0.81
869	4343	0.7
869	4344	0.73
869	4345	1
870	4346	1
870	4347	1
870	4348	0.76
870	4349	0.79
870	4350	1
871	4351	1
871	4352	1
871	4353	0.75
871	4354	1
871	4355	1
872	4356	0.87
872	4357	0.68
872	4358	0.55
872	4359	1
872	4360	1
873	4361	1
873	4362	1
873	4363	0.84
873	4364	0.65
873	4365	1
874	4366	1
874	4367	1
874	4368	0.84
874	4369	1
874	4370	1
875	4371	1
875	4372	1
875	4373	0.62
875	4374	1
875	4375	0.63
876	4376	0.6
876	4377	0.56
876	4378	1
876	4379	1
876	4380	1
877	4381	0.89
877	4382	1
877	4383	0.74
877	4384	0.57
877	4385	0.86
878	4386	0.36
878	4387	0.47
878	4388	0.56
878	4389	1
878	4390	0.65
879	4391	1
879	4392	1
879	4393	0.52
879	4394	0.75
879	4395	0.62
880	4396	0.39
880	4397	1
880	4398	0.63
880	4399	0.37
880	4400	1
881	4401	0.62
881	4402	0.43
881	4403	0.63
881	4404	0.8
881	4405	0.57
882	4406	1
882	4407	0.63
882	4408	0.38
882	4409	0.65
882	4410	1
883	4411	1
883	4412	1
883	4413	1
883	4414	1
883	4415	0.61
884	4416	1
884	4417	1
884	4418	0.83
884	4419	0.61
884	4420	0.55
885	4421	1
885	4422	1
885	4423	0.79
885	4424	1
885	4425	0.66
886	4426	0.96
886	4427	0.72
886	4428	1
886	4429	1
886	4430	0.81
887	4431	1
887	4432	1
887	4433	1
887	4434	0.58
887	4435	0.64
888	4436	0.89
888	4437	0.7
888	4438	1
888	4439	1
888	4440	1
889	4441	0.62
889	4442	0.56
889	4443	0.7
889	4444	0.53
889	4445	1
890	4446	0.33
890	4447	0.78
890	4448	1
890	4449	0.36
890	4450	1
891	4451	1
891	4452	1
891	4453	0.4
891	4454	1
891	4455	1
892	4456	1
892	4457	0.49
892	4458	1
892	4459	0.83
892	4460	0.67
893	4461	1
893	4462	1
893	4463	1
893	4464	1
893	4465	0.55
894	4466	1
894	4467	0.7
894	4468	1
894	4469	1
894	4470	1
895	4471	1
895	4472	1
895	4473	1
895	4474	0.76
895	4475	0.58
896	4476	0.51
896	4477	1
896	4478	0.59
896	4479	0.61
896	4480	1
897	4481	0.5
897	4482	1
897	4483	0.7
897	4484	1
897	4485	1
898	4486	1
898	4487	1
898	4488	0.43
898	4489	1
898	4490	0.5
899	4491	0.38
899	4492	1
899	4493	1
899	4494	1
899	4495	1
900	4496	1
900	4497	0.71
900	4498	0.36
900	4499	1
900	4500	1
901	4501	1
901	4502	0.56
901	4503	0.38
901	4504	1
901	4505	1
902	4506	1
902	4507	0.75
902	4508	1
902	4509	0.6
902	4510	1
903	4511	0.75
903	4512	1
903	4513	0.54
903	4514	0.53
903	4515	1
904	4516	1
904	4517	1
904	4518	0.87
904	4519	1
904	4520	0.4
905	4521	0.52
905	4522	1
905	4523	0.51
905	4524	0.73
905	4525	1
906	4526	0.78
906	4527	0.78
906	4528	1
906	4529	1
906	4530	0.48
907	4531	1
907	4532	1
907	4533	0.82
907	4534	1
907	4535	1
908	4536	1
908	4537	0.75
908	4538	1
908	4539	0.62
908	4540	0.7
909	4541	0.48
909	4542	1
909	4543	0.82
909	4544	1
909	4545	0.64
910	4546	0.72
910	4547	1
910	4548	1
910	4549	0.73
910	4550	1
911	4551	1
911	4552	1
911	4553	0.45
911	4554	1
911	4555	0.62
912	4556	0.56
912	4557	0.4
912	4558	1
912	4559	1
912	4560	0.61
913	4561	0.68
913	4562	1
913	4563	1
913	4564	0.59
913	4565	1
914	4566	0.54
914	4567	0.66
914	4568	0.64
914	4569	0.73
914	4570	1
915	4571	0.83
915	4572	0.49
915	4573	1
915	4574	1
915	4575	0.54
916	4576	0.74
916	4577	1
916	4578	1
916	4579	0.58
916	4580	0.89
917	4581	0.66
917	4582	0.73
917	4583	1
917	4584	1
917	4585	1
918	4586	1
918	4587	1
918	4588	0.42
918	4589	0.42
918	4590	1
919	4591	0.46
919	4592	0.67
919	4593	0.81
919	4594	1
919	4595	0.62
920	4596	0.84
920	4597	0.4
920	4598	1
920	4599	1
920	4600	1
921	4601	0.39
921	4602	0.26
921	4603	1
921	4604	1
921	4605	0.73
922	4606	0.73
922	4607	0.67
922	4608	1
922	4609	0.53
922	4610	1
923	4611	0.74
923	4612	1
923	4613	0.62
923	4614	0.64
923	4615	1
924	4616	1
924	4617	1
924	4618	0.72
924	4619	0.23
924	4620	0.45
925	4621	1
925	4622	0.55
925	4623	1
925	4624	0.43
925	4625	1
926	4626	0.45
926	4627	1
926	4628	0.91
926	4629	1
926	4630	0.56
927	4631	1
927	4632	0.52
927	4633	1
927	4634	1
927	4635	0.55
928	4636	0.58
928	4637	0.61
928	4638	1
928	4639	0.77
928	4640	1
929	4641	0.67
929	4642	1
929	4643	0.51
929	4644	0.84
929	4645	1
930	4646	1
930	4647	1
930	4648	1
930	4649	0.8
930	4650	1
931	4651	0.67
931	4652	1
931	4653	1
931	4654	1
931	4655	0.79
932	4656	0.68
932	4657	0.77
932	4658	0.57
932	4659	0.51
932	4660	0.68
933	4661	0.7
933	4662	0.29
933	4663	1
933	4664	0.7
933	4665	1
934	4666	0.33
934	4667	1
934	4668	1
934	4669	0.81
934	4670	1
935	4671	0.72
935	4672	1
935	4673	1
935	4674	1
935	4675	0.55
936	4676	0.83
936	4677	1
936	4678	0.48
936	4679	1
936	4680	0.67
937	4681	0.87
937	4682	1
937	4683	0.79
937	4684	0.63
937	4685	0.5
938	4686	0.65
938	4687	1
938	4688	0.86
938	4689	1
938	4690	0.47
939	4691	1
939	4692	0.38
939	4693	1
939	4694	1
939	4695	1
940	4696	1
940	4697	0.52
940	4698	1
940	4699	1
940	4700	1
941	4701	1
941	4702	1
941	4703	0.82
941	4704	0.87
941	4705	1
942	4706	1
942	4707	0.46
942	4708	0.64
942	4709	1
942	4710	0.41
943	4711	0.64
943	4712	0.67
943	4713	1
943	4714	0.94
943	4715	1
944	4716	0.41
944	4717	1
944	4718	1
944	4719	1
944	4720	1
945	4721	1
945	4722	1
945	4723	1
945	4724	0.83
945	4725	1
946	4726	1
946	4727	1
946	4728	1
946	4729	0.59
946	4730	1
947	4731	1
947	4732	1
947	4733	0.76
947	4734	0.81
947	4735	1
948	4736	0.77
948	4737	1
948	4738	0.76
948	4739	1
948	4740	0.68
949	4741	1
949	4742	0.71
949	4743	0.4
949	4744	1
949	4745	1
950	4746	1
950	4747	0.4
950	4748	1
950	4749	0.77
950	4750	0.68
951	4751	1
951	4752	0.53
951	4753	1
951	4754	1
951	4755	1
952	4756	1
952	4757	0.56
952	4758	1
952	4759	0.65
952	4760	1
953	4761	0.62
953	4762	0.48
953	4763	0.49
953	4764	0.76
953	4765	1
954	4766	0.76
954	4767	0.58
954	4768	1
954	4769	0.53
954	4770	1
955	4771	0.88
955	4772	1
955	4773	0.81
955	4774	0.53
955	4775	0.46
956	4776	1
956	4777	0.49
956	4778	0.47
956	4779	1
956	4780	1
957	4781	0.44
957	4782	0.69
957	4783	1
957	4784	0.45
957	4785	1
958	4786	0.26
958	4787	1
958	4788	0.62
958	4789	0.4
958	4790	0.58
959	4791	1
959	4792	0.47
959	4793	0.76
959	4794	1
959	4795	0.35
960	4796	1
960	4797	0.55
960	4798	1
960	4799	0.54
960	4800	0.68
961	4801	0.86
961	4802	0.56
961	4803	0.9
961	4804	0.74
961	4805	0.73
962	4806	0.81
962	4807	0.64
962	4808	0.8
962	4809	0.46
962	4810	1
963	4811	0.65
963	4812	1
963	4813	0.51
963	4814	1
963	4815	1
964	4816	0.5
964	4817	1
964	4818	0.68
964	4819	0.65
964	4820	1
965	4821	0.47
965	4822	1
965	4823	1
965	4824	1
965	4825	1
966	4826	0.5
966	4827	0.26
966	4828	1
966	4829	0.82
966	4830	1
967	4831	1
967	4832	0.27
967	4833	1
967	4834	0.65
967	4835	0.69
968	4836	1
968	4837	1
968	4838	0.75
968	4839	0.75
968	4840	1
969	4841	0.7
969	4842	0.52
969	4843	1
969	4844	0.61
969	4845	1
970	4846	0.73
970	4847	0.46
970	4848	0.58
970	4849	1
970	4850	1
971	4851	1
971	4852	1
971	4853	1
971	4854	1
971	4855	1
972	4856	1
972	4857	1
972	4858	1
972	4859	1
972	4860	1
973	4861	1
973	4862	0.51
973	4863	1
973	4864	1
973	4865	1
974	4866	1
974	4867	1
974	4868	0.78
974	4869	1
974	4870	0.66
975	4871	1
975	4872	0.67
975	4873	0.84
975	4874	0.6
975	4875	0.57
976	4876	1
976	4877	0.47
976	4878	1
976	4879	0.51
976	4880	1
977	4881	1
977	4882	0.75
977	4883	1
977	4884	1
977	4885	1
978	4886	0.61
978	4887	0.61
978	4888	0.85
978	4889	1
978	4890	0.52
979	4891	1
979	4892	1
979	4893	1
979	4894	1
979	4895	0.73
980	4896	0.4
980	4897	0.66
980	4898	1
980	4899	1
980	4900	0.84
981	4901	0.49
981	4902	1
981	4903	1
981	4904	0.52
981	4905	0.84
982	4906	0.23
982	4907	1
982	4908	0.34
982	4909	1
982	4910	1
983	4911	1
983	4912	1
983	4913	0.51
983	4914	0.83
983	4915	0.49
984	4916	0.88
984	4917	0.55
984	4918	1
984	4919	1
984	4920	1
985	4921	1
985	4922	1
985	4923	1
985	4924	0.76
985	4925	0.38
986	4926	1
986	4927	0.51
986	4928	1
986	4929	1
986	4930	0.64
987	4931	0.78
987	4932	1
987	4933	1
987	4934	1
987	4935	1
988	4936	0.79
988	4937	1
988	4938	0.56
988	4939	1
988	4940	0.82
989	4941	1
989	4942	1
989	4943	0.46
989	4944	0.73
989	4945	0.6
990	4946	0.71
990	4947	1
990	4948	1
990	4949	0.31
990	4950	0.44
991	4951	0.66
991	4952	1
991	4953	1
991	4954	1
991	4955	0.86
992	4956	0.6
992	4957	0.55
992	4958	0.84
992	4959	0.45
992	4960	0.56
993	4961	1
993	4962	0.33
993	4963	1
993	4964	0.69
993	4965	1
994	4966	0.28
994	4967	0.9
994	4968	1
994	4969	0.58
994	4970	1
995	4971	0.67
995	4972	1
995	4973	1
995	4974	1
995	4975	1
996	4976	1
996	4977	0.29
996	4978	0.8
996	4979	0.83
996	4980	1
997	4981	0.56
997	4982	1
997	4983	1
997	4984	1
997	4985	0.66
998	4986	1
998	4987	1
998	4988	1
998	4989	0.87
998	4990	1
999	4991	0.74
999	4992	0.54
999	4993	0.71
999	4994	0.49
999	4995	0.64
1000	4996	1
1000	4997	1
1000	4998	1
1000	4999	0.89
1000	5000	0.76
